label_target	label_others	model	epoch	loss	accuracy	precision	recall	model_path	model_init	col_labels	col_corpus	splits	ngram_size	vocab_size	batch_size	cbow
News & Politics	[]	model_2_cnn	0	0.43321124128997324	0.9203835234045983	nan	nan	models_wo_captions/unigrams/politics/model_2_cnn.pt	{'embedding': Embedding(25002, 100, padding_idx=122), 'convs': ModuleList(   (0): Conv2d(1, 100, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 100, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 100, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=300, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	[]	model_2_cnn	1	0.3832762764999643	0.9203835234045983	nan	nan	models_wo_captions/unigrams/politics/model_2_cnn.pt	{'embedding': Embedding(25002, 100, padding_idx=122), 'convs': ModuleList(   (0): Conv2d(1, 100, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 100, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 100, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=300, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	[]	model_2_cnn	2	0.643433613187517	0.9203835234045983	nan	nan	models_wo_captions/unigrams/politics/model_2_cnn.pt	{'embedding': Embedding(25002, 100, padding_idx=122), 'convs': ModuleList(   (0): Conv2d(1, 100, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 100, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 100, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=300, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	[]	model_2_cnn	3	0.8202326371334493	0.9003196015954018	nan	nan	models_wo_captions/unigrams/politics/model_2_cnn.pt	{'embedding': Embedding(25002, 100, padding_idx=122), 'convs': ModuleList(   (0): Conv2d(1, 100, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 100, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 100, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=300, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	[]	model_2_cnn	4	1.4771596521130932	0.9192116484045982	nan	nan	models_wo_captions/unigrams/politics/model_2_cnn.pt	{'embedding': Embedding(25002, 100, padding_idx=122), 'convs': ModuleList(   (0): Conv2d(1, 100, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 100, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 100, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=300, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	[]	model_2_cnn	test	1.580963534116745	0.9143323868513107	nan	0.0	models_wo_captions/unigrams/politics/model_2_cnn.pt	{'embedding': Embedding(25002, 100, padding_idx=122), 'convs': ModuleList(   (0): Conv2d(1, 100, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 100, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 100, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=300, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
label_target	label_others	model	epoch	loss	accuracy	precision	recall	model_path	model_init	col_labels	col_corpus	splits	ngram_size	vocab_size	batch_size	cbow
News & Politics	[]	model_3_lstm	0	0.2782126899808645	0.9203835234045983	nan	nan	models_wo_captions/unigrams/politics/model_3_lstm.pt	{'embedding': Embedding(25002, 100, padding_idx=122), 'LSTM': LSTM(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	[]	model_3_lstm	1	0.2985094802454114	0.9199928984045982	nan	nan	models_wo_captions/unigrams/politics/model_3_lstm.pt	{'embedding': Embedding(25002, 100, padding_idx=122), 'LSTM': LSTM(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	[]	model_3_lstm	2	0.3002530749887228	0.9196022734045982	nan	nan	models_wo_captions/unigrams/politics/model_3_lstm.pt	{'embedding': Embedding(25002, 100, padding_idx=122), 'LSTM': LSTM(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	[]	model_3_lstm	3	0.3356203939765692	0.9106178984045983	nan	nan	models_wo_captions/unigrams/politics/model_3_lstm.pt	{'embedding': Embedding(25002, 100, padding_idx=122), 'LSTM': LSTM(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	[]	model_3_lstm	4	0.3692610286641866	0.9125710234045983	nan	nan	models_wo_captions/unigrams/politics/model_3_lstm.pt	{'embedding': Embedding(25002, 100, padding_idx=122), 'LSTM': LSTM(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	[]	model_3_lstm	test	0.37936610355973244	0.912116476893425	nan	0.01666666716337204	models_wo_captions/unigrams/politics/model_3_lstm.pt	{'embedding': Embedding(25002, 100, padding_idx=122), 'LSTM': LSTM(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
label_target	label_others	model	epoch	loss	accuracy	precision	recall	model_path	model_init	col_labels	col_corpus	splits	ngram_size	vocab_size	batch_size	cbow
News & Politics	[]	model_4_gru	0	0.2788991168141365	0.9203835234045983	nan	nan	models_wo_captions/unigrams/politics/model_4_gru.pt	{'embedding': Embedding(25002, 100, padding_idx=122), 'GRU': GRU(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	[]	model_4_gru	1	0.2780414460226893	0.9203835234045983	nan	nan	models_wo_captions/unigrams/politics/model_4_gru.pt	{'embedding': Embedding(25002, 100, padding_idx=122), 'GRU': GRU(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	[]	model_4_gru	2	0.27803704142570496	0.9203835234045983	nan	nan	models_wo_captions/unigrams/politics/model_4_gru.pt	{'embedding': Embedding(25002, 100, padding_idx=122), 'GRU': GRU(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	[]	model_4_gru	3	0.2781404936686158	0.9203835234045983	nan	nan	models_wo_captions/unigrams/politics/model_4_gru.pt	{'embedding': Embedding(25002, 100, padding_idx=122), 'GRU': GRU(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	[]	model_4_gru	4	0.2780002223327756	0.9203835234045983	nan	nan	models_wo_captions/unigrams/politics/model_4_gru.pt	{'embedding': Embedding(25002, 100, padding_idx=122), 'GRU': GRU(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	[]	model_4_gru	test	0.28838537707924844	0.916022726893425	nan	0.0	models_wo_captions/unigrams/politics/model_4_gru.pt	{'embedding': Embedding(25002, 100, padding_idx=122), 'GRU': GRU(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Entertainment']	model_0_wordembavg_2linear	0	0.6231841764279774	0.7570684509617942	nan	0.0	models_wo_captions/unigrams/politics_entertainment/model_0_wordembavg_2linear.pt	{'embedding': Embedding(14311, 100, padding_idx=216), 'linear1': Linear(in_features=100, out_features=50, bias=True), 'linear2': Linear(in_features=50, out_features=1, bias=True), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Entertainment']	model_0_wordembavg_2linear	1	0.5601844766310283	0.7570684509617942	nan	0.0	models_wo_captions/unigrams/politics_entertainment/model_0_wordembavg_2linear.pt	{'embedding': Embedding(14311, 100, padding_idx=216), 'linear1': Linear(in_features=100, out_features=50, bias=True), 'linear2': Linear(in_features=50, out_features=1, bias=True), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Entertainment']	model_0_wordembavg_2linear	2	0.6395360061100551	0.7570684509617942	nan	0.0	models_wo_captions/unigrams/politics_entertainment/model_0_wordembavg_2linear.pt	{'embedding': Embedding(14311, 100, padding_idx=216), 'linear1': Linear(in_features=100, out_features=50, bias=True), 'linear2': Linear(in_features=50, out_features=1, bias=True), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Entertainment']	model_0_wordembavg_2linear	3	0.6889448974813733	0.7570684509617942	nan	0.0435634617294584	models_wo_captions/unigrams/politics_entertainment/model_0_wordembavg_2linear.pt	{'embedding': Embedding(14311, 100, padding_idx=216), 'linear1': Linear(in_features=100, out_features=50, bias=True), 'linear2': Linear(in_features=50, out_features=1, bias=True), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Entertainment']	model_0_wordembavg_2linear	4	0.9294696961130414	0.6977926577840533	nan	0.18637079106909887	models_wo_captions/unigrams/politics_entertainment/model_0_wordembavg_2linear.pt	{'embedding': Embedding(14311, 100, padding_idx=216), 'linear1': Linear(in_features=100, out_features=50, bias=True), 'linear2': Linear(in_features=50, out_features=1, bias=True), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Entertainment']	model_0_wordembavg_2linear	test	0.8887770771980286	0.7049760477883475	nan	0.13215241049017226	models_wo_captions/unigrams/politics_entertainment/model_0_wordembavg_2linear.pt	{'embedding': Embedding(14311, 100, padding_idx=216), 'linear1': Linear(in_features=100, out_features=50, bias=True), 'linear2': Linear(in_features=50, out_features=1, bias=True), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Entertainment']	model_1_cnn	0	0.8842310522283826	0.7414434509617942	nan	0.013605442430291857	models_wo_captions/unigrams/politics_entertainment/model_1_cnn.pt	{'embedding': Embedding(14311, 100, padding_idx=216), 'convs': ModuleList(   (0): Conv2d(1, 200, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 200, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 200, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=600, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Entertainment']	model_1_cnn	1	1.3817821911403112	0.31609623027699335	0.24497287294694356	0.8614818943398339	models_wo_captions/unigrams/politics_entertainment/model_1_cnn.pt	{'embedding': Embedding(14311, 100, padding_idx=216), 'convs': ModuleList(   (0): Conv2d(1, 200, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 200, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 200, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=600, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Entertainment']	model_1_cnn	2	1.272881520645959	0.749131943498339	nan	0.0	models_wo_captions/unigrams/politics_entertainment/model_1_cnn.pt	{'embedding': Embedding(14311, 100, padding_idx=216), 'convs': ModuleList(   (0): Conv2d(1, 200, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 200, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 200, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=600, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Entertainment']	model_1_cnn	3	2.7820747664996555	0.7570684509617942	nan	0.0	models_wo_captions/unigrams/politics_entertainment/model_1_cnn.pt	{'embedding': Embedding(14311, 100, padding_idx=216), 'convs': ModuleList(   (0): Conv2d(1, 200, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 200, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 200, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=600, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Entertainment']	model_1_cnn	4	1.2121051379612513	0.6245039701461792	0.2362413890659809	0.2376775001840932	models_wo_captions/unigrams/politics_entertainment/model_1_cnn.pt	{'embedding': Embedding(14311, 100, padding_idx=216), 'convs': ModuleList(   (0): Conv2d(1, 200, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 200, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 200, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=600, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Entertainment']	model_1_cnn	test	1.2431610822677612	0.6396994761058262	0.2723609730601311	0.23823666146823338	models_wo_captions/unigrams/politics_entertainment/model_1_cnn.pt	{'embedding': Embedding(14311, 100, padding_idx=216), 'convs': ModuleList(   (0): Conv2d(1, 200, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 200, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 200, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=600, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Entertainment']	model_2_cnn	0	0.6494736628873008	0.704613093818937	nan	0.11130262086434024	models_wo_captions/unigrams/politics_entertainment/model_2_cnn.pt	{'embedding': Embedding(14311, 100, padding_idx=216), 'convs': ModuleList(   (0): Conv2d(1, 100, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 100, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 100, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=300, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Entertainment']	model_2_cnn	1	0.9191875883511135	0.7570684509617942	nan	0.0	models_wo_captions/unigrams/politics_entertainment/model_2_cnn.pt	{'embedding': Embedding(14311, 100, padding_idx=216), 'convs': ModuleList(   (0): Conv2d(1, 100, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 100, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 100, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=300, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Entertainment']	model_2_cnn	2	0.6743757937635694	0.717261906181063	0.29974490350910593	0.07928584782140595	models_wo_captions/unigrams/politics_entertainment/model_2_cnn.pt	{'embedding': Embedding(14311, 100, padding_idx=216), 'convs': ModuleList(   (0): Conv2d(1, 100, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 100, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 100, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=300, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Entertainment']	model_2_cnn	3	0.6825831915651049	0.6829117068222591	0.33749991389257566	0.2141353903072221	models_wo_captions/unigrams/politics_entertainment/model_2_cnn.pt	{'embedding': Embedding(14311, 100, padding_idx=216), 'convs': ModuleList(   (0): Conv2d(1, 100, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 100, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 100, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=300, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Entertainment']	model_2_cnn	4	1.870927448783602	0.7570684509617942	nan	0.0	models_wo_captions/unigrams/politics_entertainment/model_2_cnn.pt	{'embedding': Embedding(14311, 100, padding_idx=216), 'convs': ModuleList(   (0): Conv2d(1, 100, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 100, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 100, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=300, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Entertainment']	model_2_cnn	test	1.7665537255150932	0.7523954680987767	nan	0.0	models_wo_captions/unigrams/politics_entertainment/model_2_cnn.pt	{'embedding': Embedding(14311, 100, padding_idx=216), 'convs': ModuleList(   (0): Conv2d(1, 100, kernel_size=(3, 100), stride=(1, 1))   (1): Conv2d(1, 100, kernel_size=(4, 100), stride=(1, 1))   (2): Conv2d(1, 100, kernel_size=(5, 100), stride=(1, 1)) ), 'fc': Linear(in_features=300, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False)}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
News & Politics	['Entertainment']	model_3_lstm	0	0.5757510811090469	0.7570684509617942	nan	0.0	models_wo_captions/unigrams/politics_entertainment/model_3_lstm.pt	{'embedding': Embedding(14311, 100, padding_idx=216), 'LSTM': LSTM(100, 50, num_layers=4, dropout=0.5, bidirectional=True), 'linear': Linear(in_features=100, out_features=1, bias=True), 'dropout': Dropout(p=0.5, inplace=False), 'relu': ReLU()}	category_id	['title', 'tags', 'description']	[0.4, 0.4, 0.2]	1	25000	64	False
